DeadPuppets.json
DeadPuppets.Civilian.Items.Batteries,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Civilian.Items.Cigarettes,Uncommon,Uncommon,Uncommon,VeryRare
DeadPuppets.Civilian.Items.Diary,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Duct_Tape,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Civilian.Items.Fabric.EmptyBag,Uncommon,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Fabric.Rag_Stripes,Uncommon,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Fabric.Rags,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Civilian.Items.Glue,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Lighter,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Lockpicks.Bobby_Pin_Pacage,Uncommon,Uncommon,Uncommon,Uncommon,Abundant
DeadPuppets.Civilian.Items.Lockpicks.Lockpick_Advanced_Item,Uncommon,Uncommon,Uncommon,Uncommon,ExtremelyRare
DeadPuppets.Civilian.Items.Lockpicks.Lockpick_Item,Uncommon,Uncommon,Uncommon,Uncommon,VeryRare
DeadPuppets.Civilian.Items.Lockpicks.Safety_pin,Uncommon,Uncommon,Uncommon,Uncommon,Abundant
DeadPuppets.Civilian.Items.Magnifying_Glass1,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Civilian.Items.Matches,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Civilian.Items.Mobile_Phone,Uncommon,Uncommon,Uncommon,VeryRare
DeadPuppets.Civilian.Items.Money.Cash,Uncommon,Uncommon,Uncommon,VeryRare,Rare
DeadPuppets.Civilian.Items.Needle,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Civilian.Items.Padlock,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Paper,Uncommon,Uncommon,Uncommon,VeryRare
DeadPuppets.Civilian.Items.Pen,Uncommon,Uncommon,Uncommon,Rare
DeadPuppets.Civilian.Items.Screwdriver_Small,Uncommon,Uncommon,Uncommon,Uncommon
DeadPuppets.Hospital.Items.Batteries,Uncommon,Common,Rare,Rare
DeadPuppets.Hospital.Items.Cigarettes,Uncommon,Common,Rare,VeryRare
DeadPuppets.Hospital.Items.Diary,Uncommon,Common,Rare,Rare
DeadPuppets.Hospital.Items.Duct_Tape,Uncommon,Common,Rare,Uncommon
DeadPuppets.Hospital.Items.Fabric.Rags,Uncommon,Common,Rare,Common,Uncommon
DeadPuppets.Military.ammo.AP.SmallStash.Cal_30-06_AP,Uncommon,Common,Rare,VeryRare,Common,Rare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_308_AP,Uncommon,Common,Rare,VeryRare,Common,VeryRare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_338_AP,Uncommon,Common,Rare,VeryRare,Common,Common
DeadPuppets.Military.ammo.AP.SmallStash.Cal_357_Viper_AP,Uncommon,Common,Rare,VeryRare,Common,Rare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_38_AP,Uncommon,Common,Rare,VeryRare,Common,Uncommon
DeadPuppets.Military.ammo.AP.SmallStash.Cal_44_Viper_AP,Uncommon,Common,Rare,VeryRare,Common,ExtremelyRare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_45_AP,Uncommon,Common,Rare,VeryRare,Common,VeryRare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_50_AE_AP,Uncommon,Common,Rare,VeryRare,Common,Rare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_50BMG_AP,Uncommon,Common,Rare,VeryRare,Common,Rare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_5_45x39mm_AP,Uncommon,Common,Rare,VeryRare,Common,Uncommon
DeadPuppets.Military.ammo.AP.SmallStash.Cal_5_56x45mm_AP,Uncommon,Common,Rare,VeryRare,Common,Rare
DeadPuppets.Military.ammo.AP.SmallStash.Cal_7_62x39mm_AP,Uncommon,Common,Rare,VeryRare,Common,Uncommon
DeadPuppets.Military.ammo.AP.SmallStash.Cal_7_62x54mmR_AP,Uncommon,Common,Rare,VeryRare,Common,Uncommon
DeadPuppets.Military.ammo.AP.SmallStash.Cal_7_92x57mm_AP,Uncommon,Common,Rare,VeryRare,Common,Common
DeadPuppets.Military.ammo.AP.SmallStash.Cal_9mm_AP,Uncommon,Common,Rare,VeryRare,Common,Uncommon
DeadPuppets.Military.ammo.AP.SmallStash.Cal_9x39mm_AP,Uncommon,Common,Rare,VeryRare,Common,ExtremelyRare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_22,Uncommon,Common,Rare,Common,Common,VeryRare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_38,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_45,Uncommon,Common,Rare,Common,Common,VeryRare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_308,Uncommon,Common,Rare,Common,Common,Rare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_338,Uncommon,Common,Rare,Common,Common,Rare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_30-06,Uncommon,Common,Rare,Common,Common,Common
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_357_Viper,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_44_Viper,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_50_AE,Uncommon,Common,Rare,Common,Common,Rare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_50BMG,Uncommon,Common,Rare,Common,Common,Rare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_5_45x39mm,Uncommon,Common,Rare,Common,Common,VeryRare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_5_56x45mm,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_7_62x39mm,Uncommon,Common,Rare,Common,Common,Rare
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_7_62x54mmR,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_7_92x57mm,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_9mm,Uncommon,Common,Rare,Common,Common,Common
DeadPuppets.Military.ammo.Regular.SmallStash.Cal_9x39mm,Uncommon,Common,Rare,Common,Common,ExtremelyRare
DeadPuppets.Military.ammo.Regular.SmallStash.FlareCartridge,Uncommon,Common,Rare,Common,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_22_TR,Uncommon,Common,Rare,Rare,Common,VeryRare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_30-06_TR,Uncommon,Common,Rare,Rare,Common,VeryRare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_308_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_338_TR,Uncommon,Common,Rare,Rare,Common,Rare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_357_Viper_TR,Uncommon,Common,Rare,Rare,Common,Common
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_38_TR,Uncommon,Common,Rare,Rare,Common,Rare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_44_Viper_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_45_TR,Uncommon,Common,Rare,Rare,Common,Rare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_50_AE_TR,Uncommon,Common,Rare,Rare,Common,Rare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_50BMG_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_5_45x39mm_TR,Uncommon,Common,Rare,Rare,Common,Rare
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_5_56x45mm_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_7_62x39mm_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_7_62x54mmR_TR,Uncommon,Common,Rare,Rare,Common,Common
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_7_92x57mm_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_9mm_TR,Uncommon,Common,Rare,Rare,Common,Uncommon
DeadPuppets.Military.ammo.Tracers.SmallStash.Cal_9x39mm_TR,Uncommon,Common,Rare,Rare,Common,ExtremelyRare
DeadPuppets.Military.Items.Batteries,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Military.Items.Cash,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Cigarettes,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Military.Items.Diary,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Duct_Tape,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Military.Items.EmptyBag,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Glue,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Lighter,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Lockpicks.Bobby_Pin_Pacage,Uncommon,Common,Uncommon,Uncommon,Common
DeadPuppets.Military.Items.Lockpicks.Lockpick_Advanced_Item,Uncommon,Common,Uncommon,Uncommon,ExtremelyRare
DeadPuppets.Military.Items.Lockpicks.Lockpick_Item,Uncommon,Common,Uncommon,Uncommon,VeryRare
DeadPuppets.Military.Items.Lockpicks.Safety_pin,Uncommon,Common,Uncommon,Uncommon,Common
DeadPuppets.Military.Items.Magnifying_Glass1,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Military.Items.Matches,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Military.Items.Mobile_Phone,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Military.Items.Needle,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Military.Items.Padlock,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Paper,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Military.Items.Pen,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Rag_Stripes,Uncommon,Common,Uncommon,Rare
DeadPuppets.Military.Items.Rags,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Military.Items.Screwdriver_Small,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Military.Items.Smartphone_Battery,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.ammo.12Gauge.SmallStash.12_Gauge_Birdshot,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.12Gauge.SmallStash.12_Gauge_Buckshot,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.12Gauge.SmallStash.12_Gauge_Slug,Uncommon,Common,ExtremelyRare,Common,Common,VeryRare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_22,Uncommon,Common,ExtremelyRare,Common,Common,VeryRare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_38,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_45,Uncommon,Common,ExtremelyRare,Common,Common,VeryRare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_308,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_338,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_30-06,Uncommon,Common,ExtremelyRare,Common,Common,Common
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_357_Viper,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_44_Viper,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_50_AE,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_50BMG,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_5_45x39mm,Uncommon,Common,ExtremelyRare,Common,Common,VeryRare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_5_56x45mm,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_7_62x39mm,Uncommon,Common,ExtremelyRare,Common,Common,Rare
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_7_62x54mmR,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_7_92x57mm,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_9mm,Uncommon,Common,ExtremelyRare,Common,Common,Common
DeadPuppets.Police.ammo.Regular.SmallStash.Cal_9x39mm,Uncommon,Common,ExtremelyRare,Common,Common,ExtremelyRare
DeadPuppets.Police.ammo.Regular.SmallStash.FlareCartridge,Uncommon,Common,ExtremelyRare,Common,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_22_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Rare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_30-06_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Rare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_308_TR,Uncommon,Common,ExtremelyRare,Rare,Common,VeryRare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_338_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Common
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_357_Viper_TR,Uncommon,Common,ExtremelyRare,Rare,Common,ExtremelyRare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_38_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_44_Viper_TR,Uncommon,Common,ExtremelyRare,Rare,Common,VeryRare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_45_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Rare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_50_AE_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Rare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_50BMG_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_5_45x39mm_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Rare
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_5_56x45mm_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_7_62x39mm_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_7_62x54mmR_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Common
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_7_92x57mm_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_9mm_TR,Uncommon,Common,ExtremelyRare,Rare,Common,Uncommon
DeadPuppets.Police.ammo.Tracers.SmallStash.Cal_9x39mm_TR,Uncommon,Common,ExtremelyRare,Rare,Common,ExtremelyRare
DeadPuppets.Police.Items.Batteries,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Police.Items.Cash,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Cigarettes,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Police.Items.Diary,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Duct_Tape,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Police.Items.EmptyBag,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Glue,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Lighter,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Magnifying_Glass1,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Police.Items.Matches,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Police.Items.Needle,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Police.Items.Padlock,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Paper,Uncommon,Common,Uncommon,VeryRare
DeadPuppets.Police.Items.Pen,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Rag_Stripes,Uncommon,Common,Uncommon,Rare
DeadPuppets.Police.Items.Rags,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Police.Items.Screwdriver_Small,Uncommon,Common,Uncommon,Uncommon
DeadPuppets.Police.Items.Smartphone_Battery,Uncommon,Common,Uncommon,Rare
