Kitchen.json
Kitchen.Food.Cans.BlackOlives,Uncommon,VeryRare,VeryRare,Rare
Kitchen.Food.Cans.Canned_Corn,Uncommon,VeryRare,VeryRare,Rare
Kitchen.Food.Cans.Canned_Tuna,Uncommon,VeryRare,VeryRare,Uncommon
Kitchen.Food.Cans.CannedFruitCoctail,Uncommon,VeryRare,VeryRare,VeryRare
Kitchen.Food.Cans.CannedGoulash,Uncommon,VeryRare,VeryRare,VeryRare
Kitchen.Food.Cans.CannedPeach,Uncommon,VeryRare,VeryRare,VeryRare
Kitchen.Food.Cans.CannedPear,Uncommon,VeryRare,VeryRare,VeryRare
Kitchen.Food.Cans.CannedPeas,Uncommon,VeryRare,VeryRare,Rare
Kitchen.Food.Cans.CannedSardine,Uncommon,VeryRare,VeryRare,Uncommon
Kitchen.Food.Cans.CannedSeafoodMix,Uncommon,VeryRare,VeryRare,Uncommon
Kitchen.Food.Cans.CannedSpaghetti,Uncommon,VeryRare,VeryRare,Rare
Kitchen.Food.Cans.Chow_Mein,Uncommon,VeryRare,VeryRare,Rare
Kitchen.Food.Cans.GuavaHalves,Uncommon,VeryRare,VeryRare,Uncommon
Kitchen.Food.Cans.MRE_Cheeseburger,Uncommon,VeryRare,VeryRare,VeryRare
Kitchen.Food.Cans.Spon,Uncommon,VeryRare,VeryRare,Rare
Kitchen.Food.Cans.TomatoPelate,Uncommon,VeryRare,VeryRare,Uncommon
Kitchen.Food.Cans.TomatoSouce,Uncommon,VeryRare,VeryRare,Uncommon
Kitchen.Food.Condiments.Cocoa_Powder,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Condiments.Ketchup,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Condiments.Mayonnaise,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Condiments.Mustard,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Condiments.Raisins,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.CookingIngredients.BakingSoda,Uncommon,VeryRare,Uncommon,Rare
Kitchen.Food.CookingIngredients.BlackPepper,Uncommon,VeryRare,Uncommon,Uncommon
Kitchen.Food.CookingIngredients.Coffee.Icing_Sugar,Uncommon,VeryRare,Uncommon,Uncommon,Uncommon
Kitchen.Food.CookingIngredients.Rice,Uncommon,VeryRare,Uncommon,Uncommon
Kitchen.Food.CookingIngredients.SeaSalt_01,Uncommon,VeryRare,Uncommon,Uncommon
Kitchen.Food.CookingIngredients.SeaSalt_02,Uncommon,VeryRare,Uncommon,Rare
Kitchen.Food.CookingIngredients.SoySauce,Uncommon,VeryRare,Uncommon,Rare
Kitchen.Food.CookingIngredients.SpicesMix_01,Uncommon,VeryRare,Uncommon,Rare
Kitchen.Food.CookingIngredients.Sugar,Uncommon,VeryRare,Uncommon,Rare
Kitchen.Food.CookingIngredients.VegetableOil,Uncommon,VeryRare,Uncommon,Uncommon
Kitchen.Food.CookingIngredients.Vinegar,Uncommon,VeryRare,Uncommon,Rare
Kitchen.Food.CookingIngredients.WhiteFlour,Uncommon,VeryRare,Uncommon,Uncommon
Kitchen.Food.CookingIngredients.Yeast,Uncommon,VeryRare,Uncommon,Uncommon
Kitchen.Food.Dairy.Butter,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Dairy.Cheese,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Dairy.CheesePacked,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Dairy.Richards_Cheese,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Fruit.Apple,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Fruit.Apple_2,Uncommon,VeryRare,Rare,Uncommon
Kitchen.Food.Fruit.Banana,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Fruit.Blueberries,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Fruit.CantaloupeMelon,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Coconut,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.GrapeFruit,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Kiwi,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Lemon,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Lime,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Mango,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Olives,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Orange,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Peach,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Fruit.Pear,Uncommon,VeryRare,Rare,Rare
Kitchen.Food.Fruit.Pineapple,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Tangerine,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Fruit.Watermelon,Uncommon,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.Candy.Candy_Bob,Uncommon,VeryRare,VeryRare,Rare,ExtremelyRare
Kitchen.Food.Snacks.Cereal.Cereal_BunnyStars,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.Cereal.Corn_flakes,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.Cereal.Instant_OatMeal,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.Chips.Chips,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.Chips.MeatSnack_01,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.Chocolate.ChocolateCandy_01,Uncommon,VeryRare,VeryRare,Rare,Uncommon
Kitchen.Food.Snacks.Chocolate.ChocolateCandy_08,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.NutsAndBerries.Barberry,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.NutsAndBerries.Blackberry,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.NutsAndBerries.Blueberries,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.NutsAndBerries.Currant,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.NutsAndBerries.Grapes_Raw,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.NutsAndBerries.Hazelnuts,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.NutsAndBerries.Mulberry,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.NutsAndBerries.Oak_Nuts,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.NutsAndBerries.Walnut,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Snacks.NutsAndBerries.Wild_Strawberry,Uncommon,VeryRare,VeryRare,Rare,VeryRare
Kitchen.Food.Snacks.Pastries.Toaster_Pastries,Uncommon,VeryRare,VeryRare,Rare,Rare
Kitchen.Food.Veggies.Beet,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Bell_Pepper,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Broccoli,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Cabbage,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Carrot,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Cauliflower,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Celery,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Chilipeper,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Corn,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Cucumber,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Garlic,Uncommon,VeryRare,Abundant,Uncommon
Kitchen.Food.Veggies.Lettuce,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Onion,Uncommon,VeryRare,Abundant,Uncommon
Kitchen.Food.Veggies.Parsley,Uncommon,VeryRare,Abundant,Uncommon
Kitchen.Food.Veggies.Potato,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Pumpkin,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Spinach,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.SugarBeet,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Food.Veggies.Tomato,Uncommon,VeryRare,Abundant,Rare
Kitchen.Food.Veggies.Zucchini,Uncommon,VeryRare,Abundant,VeryRare
Kitchen.Items.Blades.1H_Bushman,Uncommon,Uncommon,Uncommon,ExtremelyRare
Kitchen.Items.Blades.1H_Cleaver,Uncommon,Uncommon,Uncommon,Rare
Kitchen.Items.Blades.1H_KitchenKnife,Uncommon,Uncommon,Uncommon,Abundant
Kitchen.Items.Dish.Glass,Uncommon,Uncommon,Uncommon,VeryRare
Kitchen.Items.Dish.Kitchen_Board_01,Uncommon,Uncommon,Uncommon,Common
Kitchen.Items.Dish.Pan,Uncommon,Uncommon,Uncommon,Uncommon
Kitchen.Items.Dish.Pot1,Uncommon,Uncommon,Uncommon,Uncommon
Kitchen.Items.Misc.Bobby_Pin_Pacage,Uncommon,Uncommon,Rare,Rare
Kitchen.Items.Misc.Book_Cooking_BBQ,Uncommon,Uncommon,Rare,Rare
Kitchen.Items.Misc.Cash,Uncommon,Uncommon,Rare,ExtremelyRare
Kitchen.Items.Misc.Cigarettes.Cigarettes,Uncommon,Uncommon,Rare,Rare,Rare
Kitchen.Items.Misc.Cigarettes.Cuban_Cigar,Uncommon,Uncommon,Rare,Rare,VeryRare
Kitchen.Items.Misc.Diary,Uncommon,Uncommon,Rare,Rare
Kitchen.Items.Misc.Duct_Tape,Uncommon,Uncommon,Rare,Rare
Kitchen.Items.Misc.Fabric.EmptyBag,Uncommon,Uncommon,Rare,Uncommon,Rare
Kitchen.Items.Misc.Fabric.Rag_Stripes,Uncommon,Uncommon,Rare,Uncommon,Uncommon
Kitchen.Items.Misc.Fabric.Rags,Uncommon,Uncommon,Rare,Uncommon,Common
Kitchen.Items.Misc.Lighter,Uncommon,Uncommon,Rare,Abundant
Kitchen.Items.Misc.Magnifying_Glass1,Uncommon,Uncommon,Rare,VeryRare
Kitchen.Items.Misc.Matches,Uncommon,Uncommon,Rare,Abundant
Kitchen.Items.Misc.Needle,Uncommon,Uncommon,Rare,VeryRare
Kitchen.Items.Misc.Paper,Uncommon,Uncommon,Rare,Rare
Kitchen.Items.Misc.Pen,Uncommon,Uncommon,Rare,Rare
Kitchen.Items.Misc.Rubber_band,Uncommon,Uncommon,Rare,Uncommon
Kitchen.Items.Misc.Screwdrivers.Screwdriver,Uncommon,Uncommon,Rare,VeryRare,ExtremelyRare
Kitchen.Items.Misc.Screwdrivers.Screwdriver_Small,Uncommon,Uncommon,Rare,VeryRare,VeryRare
Kitchen.Items.Misc.Soap,Uncommon,Uncommon,Rare,Uncommon
